,0
N_cells,8705.0
A0_share_unweighted,0.06283744974152786
A0_share_popweighted,0.0026580628377365747
A_mean_popweighted,4.1002033135147104e-05
Gini,0.5305734692986679
q05,0.0
q25,1.714245468e-05
q50,6.264680315e-05
q75,0.0001359131212
q95,0.0002627492574599999
q100,0.0003836410326
