cell_id,A_E2SFCA,A_per_10k,pop
581,3.777244292e-06,0.03777244292,15607
582,3.420548326e-06,0.03420548326,4478
583,3.078090456e-06,0.03078090456,38
584,2.743430982e-06,0.02743430982,413
585,2.414767433e-06,0.02414767433,3122
586,1.981580002e-06,0.01981580002,497
587,1.71582779e-06,0.0171582779,937
588,1.452660604e-06,0.01452660604,81
589,1.202494209e-06,0.01202494209,0
590,9.732629769e-07,0.009732629769,3
591,7.702040298e-07,0.007702040298,0
592,5.959498904e-07,0.005959498904,507
593,4.508603834e-07,0.004508603834,440
594,3.335053322e-07,0.003335053322,3011
595,2.412080858e-07,0.002412080858,1
596,1.705726185e-07,0.001705726185,1
597,1.179383764e-07,0.001179383764,0
598,0,0,0
599,0,0,0
600,0,0,0
601,0,0,0
602,0,0,2
603,0,0,9
604,0,0,35
605,0,0,0
606,0,0,0
607,0,0,0
608,0,0,0
609,0,0,0
610,0,0,1
611,0,0,28
612,0,0,28
613,1.731286352e-06,0.01731286352,0
614,2.435224359e-06,0.02435224359,0
615,3.34917181e-06,0.0334917181,0
616,4.50364603e-06,0.0450364603,2
617,5.921332456e-06,0.05921332456,0
618,7.612074249e-06,0.07612074249,0
619,9.567863269e-06,0.09567863269,0
620,1.175859085e-05,0.1175859085,20
621,1.412940819e-05,0.1412940819,48
622,1.660049503e-05,0.1660049503,2
623,1.906981501e-05,0.1906981501,0
624,3.980786108e-05,0.3980786108,19
625,4.493766613e-05,0.4493766613,34
626,4.981424871e-05,0.4981424871,0
627,5.426126124e-05,0.5426126124,24
628,5.812083243e-05,0.5812083243,33
629,6.126391008e-05,0.6126391008,0
630,6.359689241e-05,0.6359689241,0
631,6.7381682e-05,0.67381682,0
632,6.827800232e-05,0.6827800232,0
633,6.860312174e-05,0.6860312174,5
634,6.789760918e-05,0.6789760918,0
635,6.643243003e-05,0.6643243003,42
636,6.429027313e-05,0.6429027313,0
637,6.157216546e-05,0.6157216546,0
638,5.839515578e-05,0.5839515578,0
639,5.488956598e-05,0.5488956598,0
640,5.119487225e-05,0.5119487225,0
641,4.745356533e-05,0.4745356533,0
642,4.380291576e-05,0.4380291576,0
643,4.03652733e-05,0.403652733,0
644,3.514354639e-05,0.3514354639,0
645,3.271024462e-05,0.3271024462,4
646,3.066190272e-05,0.3066190272,7
647,2.897410337e-05,0.2897410337,78
648,2.778546259e-05,0.2778546259,449
649,2.62332591e-05,0.262332591,29
650,2.552119454e-05,0.2552119454,102
651,2.482806105e-05,0.2482806105,90
652,2.410120653e-05,0.2410120653,41
653,2.330392949e-05,0.2330392949,49
654,2.242200041e-05,0.2242200041,13
655,2.146544723e-05,0.2146544723,38
656,1.965901466e-05,0.1965901466,15
657,2.047122006e-05,0.2047122006,56
658,2.009869106e-05,0.2009869106,24
659,1.980504522e-05,0.1980504522,0
660,1.963109399e-05,0.1963109399,20
661,1.958864516e-05,0.1958864516,65
662,1.965932868e-05,0.1965932868,49
663,1.979777847e-05,0.1979777847,72
664,1.993863404e-05,0.1993863404,48
665,2.014081833e-05,0.2014081833,22
666,2.012106033e-05,0.2012106033,5
667,1.991025694e-05,0.1991025694,57
668,2.027550073e-05,0.2027550073,0
669,1.97280803e-05,0.197280803,0
670,1.894494907e-05,0.1894494907,759
671,1.79536823e-05,0.179536823,3091
672,1.657110686e-05,0.1657110686,3734
673,1.539388527e-05,0.1539388527,81
674,1.41396691e-05,0.141396691,0
675,1.287256369e-05,0.1287256369,1
676,1.16446647e-05,0.116446647,83
677,1.049307791e-05,0.1049307791,0
678,9.43919719e-06,0.0943919719,114
679,7.368661504e-06,0.07368661504,36
680,6.78747158e-06,0.0678747158,1791
681,6.244577643e-06,0.06244577643,9470
682,5.727968888e-06,0.05727968888,20085
683,5.226827355e-06,0.05226827355,19086
684,4.02480007e-06,0.0402480007,5081
685,3.663557037e-06,0.03663557037,1547
686,3.294395583e-06,0.03294395583,1111
687,2.756339678e-06,0.02756339678,2333
688,2.440992525e-06,0.02440992525,130
689,2.113627917e-06,0.02113627917,114
690,1.789447649e-06,0.01789447649,78
691,1.481282297e-06,0.01481282297,685
692,1.198905747e-06,0.01198905747,3108
693,9.487693043e-07,0.009487693043,0
694,7.3411582e-07,0.0073411582,0
695,5.553885409e-07,0.005553885409,133
696,4.10825716e-07,0.00410825716,636
697,2.971301355e-07,0.002971301355,0
698,2.101184339e-07,0.002101184339,0
699,1.452813891e-07,0.001452813891,0
700,9.821643951e-08,0.0009821643951,0
701,0,0,0
702,0,0,0
703,0,0,15
704,0,0,12
705,0,0,24
706,0,0,93
707,0,0,4
708,0,0,0
709,0,0,385
710,0,0,7
711,0,0,0
712,0,0,0
713,0,0,0
714,1.556016391e-06,0.01556016391,3
715,2.238493651e-06,0.02238493651,0
716,3.14866126e-06,0.0314866126,6
717,4.330363851e-06,0.04330363851,0
718,5.823059272e-06,0.05823059272,0
719,7.656079015e-06,0.07656079015,0
720,9.842149948e-06,0.09842149948,0
721,1.237091782e-05,0.1237091782,0
722,1.520345316e-05,0.1520345316,0
723,1.826883837e-05,0.1826883837,0
724,2.146386857e-05,0.2146386857,0
725,2.46566143e-05,0.246566143,0
726,2.769410005e-05,0.2769410005,0
727,3.041371321e-05,0.3041371321,0
728,3.076987804e-05,0.3076987804,1
729,3.618250343e-05,0.3618250343,0
730,4.175141781e-05,0.4175141781,0
731,4.730491675e-05,0.4730491675,0
732,5.266138432e-05,0.5266138432,0
733,5.764200994e-05,0.5764200994,0
734,6.208274233e-05,0.6208274233,0
735,6.838833262e-05,0.6838833262,0
736,7.183887902e-05,0.7183887902,0
737,7.443430815e-05,0.7443430815,0
738,7.610838732e-05,0.7610838732,0
739,7.711024784e-05,0.7711024784,29
740,7.699666227e-05,0.7699666227,26
741,7.59773058e-05,0.759773058,0
742,7.410196003e-05,0.7410196003,4
743,7.144703167e-05,0.7144703167,0
744,6.811595485e-05,0.6811595485,0
745,6.423815229e-05,0.6423815229,0
746,5.996536103e-05,0.5996536103,0
747,5.546460444e-05,0.5546460444,0
748,5.090786907e-05,0.5090786907,5
749,4.645941685e-05,0.4645941685,0
750,4.226239663e-05,0.4226239663,0
751,3.842681476e-05,0.3842681476,0
752,3.27917805e-05,0.327917805,2
753,3.02608341e-05,0.302608341,181
754,2.828991622e-05,0.2828991622,4
755,2.605103553e-05,0.2605103553,1
756,2.478050096e-05,0.2478050096,34
757,2.364032485e-05,0.2364032485,42
758,2.257625333e-05,0.2257625333,11
759,2.154411479e-05,0.2154411479,3
760,2.051757584e-05,0.2051757584,5
761,2.081092895e-05,0.2081092895,35
762,1.921852776e-05,0.1921852776,1
763,1.906716214e-05,0.1906716214,3
764,1.895670522e-05,0.1895670522,0
765,1.894033065e-05,0.1894033065,15
766,1.904751136e-05,0.1904751136,3
767,1.927930394e-05,0.1927930394,3
768,1.960770788e-05,0.1960770788,13
769,1.997923501e-05,0.1997923501,12
770,2.043125084e-05,0.2043125084,3
771,2.071846904e-05,0.2071846904,4
772,2.165964165e-05,0.2165964165,0
773,2.174283434e-05,0.2174283434,0
774,2.157808086e-05,0.2157808086,59
775,2.114696036e-05,0.2114696036,2
776,2.045634314e-05,0.2045634314,47
777,1.953598573e-05,0.1953598573,336
778,1.823043345e-05,0.1823043345,0
779,1.707775948e-05,0.1707775948,0
780,1.583533588e-05,0.1583533588,0
781,1.456730379e-05,0.1456730379,0
782,1.332561184e-05,0.1332561184,2
783,1.214707776e-05,0.1214707776,0
784,1.105277835e-05,0.1105277835,0
785,1.004952341e-05,0.1004952341,0
786,7.906123684e-06,0.07906123684,875
787,7.378113624e-06,0.07378113624,6652
788,6.844753457e-06,0.06844753457,22318
789,6.299469331e-06,0.06299469331,20499
790,5.739624522e-06,0.05739624522,10710
791,5.167120786e-06,0.05167120786,4729
792,3.891337682e-06,0.03891337682,207
793,3.3198308e-06,0.033198308,97
794,2.940015788e-06,0.02940015788,55
795,2.545726535e-06,0.02545726535,2702
796,2.155272613e-06,0.02155272613,995
797,1.78410761e-06,0.0178410761,417
798,1.44400353e-06,0.0144400353,65
799,1.142730551e-06,0.01142730551,3
800,8.841944735e-07,0.008841944735,0
801,6.689291596e-07,0.006689291596,0
802,4.948126955e-07,0.004948126955,60
803,3.578738076e-07,0.003578738076,0
804,2.530739061e-07,0.002530739061,0
805,1.749819277e-07,0.001749819277,0
806,1.182952753e-07,0.001182952753,0
807,0,0,0
808,0,0,0
809,0,0,0
810,0,0,21
811,0,0,546
812,0,0,62
813,0,0,243
814,0,0,25
815,0,0,315
816,0,0,17
817,0,0,0
818,0,0,0
819,0,0,2
820,1.967113882e-06,0.01967113882,0
821,2.82990074e-06,0.0282990074,0
822,3.980533438e-06,0.03980533438,0
823,5.474440304e-06,0.05474440304,0
824,7.361503899e-06,0.07361503899,0
825,9.678805056e-06,0.09678805056,0
826,1.244243306e-05,0.1244243306,0
827,1.563929809e-05,0.1563929809,0
828,1.922018556e-05,0.1922018556,0
829,2.309544152e-05,0.2309544152,0
830,2.713459452e-05,0.2713459452,0
831,3.117085948e-05,0.3117085948,0
832,3.501084499e-05,0.3501084499,0
833,3.844897637e-05,0.3844897637,0
834,4.128529058e-05,0.4128529058,0
835,3.144242048e-05,0.3144242048,2
836,3.708725574e-05,0.3708725574,12
837,4.294943096e-05,0.4294943096,0
838,4.886514544e-05,0.4886514544,0
839,5.465845228e-05,0.5465845228,0
840,6.264882426e-05,0.6264882426,0
