cell_id,A_E2SFCA,A_per_10k,pop,A_norm01,A_pct
4384,0.0003485631985,3.485631985,0,0.9085660001948394,99.01206203331418
4385,0.0003354820197,3.354820197,0,0.8744685557391547,98.62148190695002
4386,0.0003210854088,3.210854088,0,0.8369423015675618,98.15048822515794
4387,0.0003065005405,3.065005405,0,0.7989253350268456,97.67949454336589
4388,0.0002907633543,2.907633543,0,0.7579047327900452,97.09362435381964
4389,0.0002748721887,2.748721887,0,0.7164827673336839,96.18609994256174
4390,0.0002590271851,2.590271851,0,0.6751811279010722,94.65824238943135
4391,0.000243559842,2.43559842,0,0.6348638995921626,92.93509477311889
4392,0.0002287065853,2.287065853,0,0.5961473509494458,91.14302125215393
4393,0.0002146584339,2.146584339,1,0.5595293924771904,89.25904652498564
4394,0.0002015593814,2.015593814,0,0.5253853583752448,87.43251005169442
4395,0.0001909172524,1.909172524,0,0.497645549294145,85.8701895462378
4396,0.0001804324133,1.804324133,0,0.4703157325929896,84.12406662837449
4397,0.0001711870511,1.711870511,0,0.4462167405291255,82.53877082136704
4398,0.0001639040328,1.639040328,0,0.4272328006449016,80.9764503159104
4399,0.0001573500177,1.573500177,0,0.4101490829424902,79.54049396898334
4400,0.0001520186654,1.520186654,0,0.3962523621880169,78.23090178058587
4401,0.0001486677365,1.486677365,45,0.38751781969841353,77.6220562894888
4402,0.0001458585615,1.458585615,4,0.38019541473833474,77.13957495692131
4403,0.0001441325144,1.441325144,0,0.375696294588693,76.73750717978174
4404,0.0001434198906,1.434198906,0,0.37383876700575847,76.53072946582424
4405,0.0001425825539,1.425825539,0,0.3716561623601468,76.38139000574382
4406,0.0001426044876,1.426044876,0,0.37171333481600055,76.39287765651925
4407,0.0001451082256,1.451082256,0,0.37823958666928054,76.9902354968409
4408,0.0001482300071,1.482300071,0,0.38637683277886165,77.51866743251004
4409,0.0001525046269,1.525046269,0,0.3975190710609093,78.3228029867892
4410,0.0001569610502,1.569610502,0,0.40913519895473244,79.46008041355542
4411,0.0001607154546,1.607154546,0,0.41892144203346615,80.22975301550834
4412,0.0001668322729,1.668322729,0,0.4348655610932687,81.55083285468122
4413,0.0001731771407,1.731771407,0,0.4514041147432778,82.88340034462952
4414,0.0001800930093,1.800930093,0,0.46943104099026967,83.9862148190695
4415,0.0001872938974,1.872938974,0,0.48820090002020294,85.19241815048822
4416,0.0001946895463,1.946895463,0,0.5074784232034726,86.46754738655945
4417,0.0002021640972,2.021640972,0,0.526961612604105,87.50143595634692
4418,0.0002095223434,2.095223434,0,0.5461416417843309,88.70763928776564
4419,0.0002170413849,2.170413849,0,0.5657408005318773,89.59218839747271
4420,0.0002239264021,2.239264021,3,0.583687309416339,90.62607696726019
4421,0.0002295368022,2.295368022,0,0.5983113971005405,91.29236071223434
4422,0.0002347653267,2.347653267,0,0.6119400865672678,91.99310740953474
4423,0.0002396166528,2.396166528,0,0.6245855694217001,92.5215393452039
4424,0.0002436579211,2.436579211,0,0.6351195529025901,92.99253302699599
4425,0.0002467361248,2.467361248,0,0.6431432089727932,93.38311315336014
4426,0.0002479970024,2.479970024,0,0.6464298167463539,93.50947731188973
4427,0.0002478326768,2.478326768,0,0.6460014850872342,93.4865020103389
4428,0.0002462190638,2.462190638,0,0.6417954360390803,93.32567489948306
4429,0.0002436264191,2.436264191,1,0.6350374396839219,92.96955772544516
4430,0.0002392706206,2.392706206,7,0.6236836007306691,92.48707639287765
4431,0.0002336518308,2.336518308,7,0.609037644426359,91.80930499712808
